Name,,12/31/2000,01/31/2001,02/28/2001,03/30/2001,04/30/2001,05/31/2001,06/29/2001,07/31/2001,08/31/2001,09/28/2001,10/31/2001,11/30/2001,12/31/2001,01/31/2002,02/28/2002,03/29/2002,04/30/2002,05/31/2002,06/28/2002,07/31/2002,08/30/2002,09/30/2002,10/31/2002,11/29/2002,12/31/2002,01/31/2003,02/28/2003,03/31/2003,04/30/2003,05/30/2003,06/30/2003,07/31/2003,08/29/2003,09/30/2003,10/31/2003,11/28/2003,12/31/2003,01/30/2004,02/27/2004,03/31/2004,04/30/2004,05/31/2004,06/30/2004,07/30/2004,08/31/2004,09/30/2004,10/29/2004,11/30/2004,12/31/2004,01/31/2005,02/28/2005,03/31/2005,04/29/2005,05/31/2005,06/30/2005,07/29/2005,08/31/2005,09/30/2005,10/31/2005,11/30/2005,12/30/2005,01/31/2006,02/28/2006,03/31/2006,04/28/2006,05/31/2006,06/30/2006,07/31/2006,08/31/2006,09/29/2006,10/31/2006,11/30/2006,12/29/2006,01/31/2007,02/28/2007,03/30/2007,04/30/2007,05/31/2007,06/29/2007,07/31/2007,08/31/2007,09/28/2007,10/31/2007,11/30/2007,12/31/2007,01/31/2008,02/29/2008,03/31/2008,04/30/2008,05/30/2008,06/30/2008,07/31/2008,08/29/2008,09/30/2008,10/31/2008,11/28/2008,12/31/2008,01/30/2009,02/27/2009,03/31/2009,04/30/2009,05/29/2009,06/30/2009,07/31/2009,08/31/2009,09/30/2009,10/30/2009,11/30/2009,12/31/2009,01/29/2010,02/26/2010,03/31/2010,04/30/2010,05/31/2010,06/30/2010,07/30/2010,08/31/2010,09/30/2010,10/29/2010,11/30/2010,12/31/2010,01/31/2011,02/28/2011,03/31/2011,04/29/2011,05/31/2011,06/30/2011,07/29/2011,08/31/2011,09/30/2011,10/31/2011,11/30/2011,12/30/2011,01/31/2012,02/29/2012,03/30/2012,04/30/2012,05/31/2012,06/29/2012,07/31/2012,08/31/2012,09/28/2012,10/31/2012,11/30/2012,12/31/2012,01/31/2013,02/28/2013,03/29/2013,04/30/2013,05/31/2013,06/28/2013,07/31/2013,08/30/2013,09/30/2013,10/31/2013,11/29/2013,12/31/2013
Def tax,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-8434,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-13347,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,90109,90109,90109,90109,90109,90109,90109,90109,90109,90109,90109,90109,96813,96813,96813,96813,96813,96813,96813,96813,96813,96813,96813,96813,124559,124559,124559,124559,124559,124559,124559,124559,124559,124559,124559,124559,,,
Price monthly,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,33.7,34.2,36,39,40,38.26,36,42,42,42.64,46,46.39,48,53.4,51.14,54.2,53.65,54.5,57.4,58.7,56,58,61.75,60.6,63.5,65.42,64.8,59.9,56.3,58.6,55.55,61,61.75,59.41,61,61,60.14,61,61,61.75,62.65,61.9,58.7,60.97,57,60.05,60.2,57.5,59.39,57.9,53.5,54,57.4,55.88,60.59,61,68.5,65,67.73,66.1,68.55,72.1,70.05,70.9
MV monthly,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6484.01,5826.96,5913.42,6224.65,6743.37,6916.28,6615.42,6224.65,7262.09,7262.09,7398.59,7985.54,8053.55,8333.06,9271.59,8879.27,9411.08,9318.3,9470.47,9978.89,10204.9,9736.68,10084.55,10740.34,10541.5,11046.43,11380.66,11272.8,10422.18,9795.81,10196.2,9665.51,10613.79,10746.32,10341.89,10619.18,10619.18,10477.07,10626.89,10628.44,10773.4,10936.11,10811.47,10252.56,10649.06,9957.74,10490.87,10519.79,10050.48,10380.84,10120.4,9352.32,9449.85,10048.45,9783.32,10610.67,10684.58,11998.26,11385.21,11863.79,11578.27,12008.84,12632.47,12293.67,12448.45
NOSH,Health Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172907,172907,172907,172907,172907,172907,172907,172907,172907,172907,173513,173598,173602,173605,173625,173627,173636,173687,173770,173848,173848,173869,173872,173933,173947,173960,173963,173963,173993,173993,173997,173997,173997,174030,174077,174085,174085,174211,174211,174237,174468,174559,174660,174660,174661,174697,174702,174747,174791,174791,174791,174810,174997,175050,175077,175123,175157,175157,175157,175163,175163,175184,175208,175499,175578
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6484012.5,5826965.9,5913419.4,6224652,6743373,6916280,6615421.82,6224652,7262094,7262094,7398594.32,7985508,8053396.78,8333040,9271575,8879284.78,9411071.2,9318307.55,9470465,9978875.2,10204877.6,9736664,10084576,10740362.75,10541188.2,11046460,11380659.46,11272802.4,10422180.7,9795805.9,10196224.2,9665533.35,10613817,10746352.5,10341914.57,10619185,10619185,10477049.54,10626871,10628457,10773399,10936121.35,10811454,10252542,10649081.17,9957729,10490855.1,10519769.4,10050482.5,10380837.49,10120398.9,9352335,9449838,10047870,9783302.76,10610702.57,10684577,11998254.5,11385205,11863789.99,11578274.3,12008863.2,12632496.8,12293704.95,12448480.2
Debt equity ratio,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0.151733157130712,0.158633724130384,0.168592396811902,0.144507768695916,0.144507768695916,0.141841673514003,0.131416686327282,0.130308865770302,0.125935912944136,0.113187780932582,0.11818846067014,0.111510047867877,0.111809359629904,0.110012971907926,0.104407959726764,0.102095688046273,0.10700523300383,0.103313614771707,0.0970054759090888,0.0988383833238078,0.0943174555468449,0.0915477704663698,0.0924236904924369,0.0999669867554686,0.16946415812506,0.162809091624329,0.171748204665809,0.156403488019437,0.154474553109997,0.160515539822333,0.156324426027044,0.156324426027044,0.158445179977645,0.156211362686157,0.156188052508469,0.154086746439076,0.183639604547731,0.185757160877714,0.195883615985187,0.188589510018732,0.20168303435452,0.191433870819548,0.190907701836126,0.199821749851313,0.193462714538651,0.198441288712444,0.214738351438438,0.212522690865177,0.170831628992015,0.175451383046026,0.161770060811345,0.16065156346386,0.143061976223291,0.150765313404546,0.144683444451295,0.148251281281184,0.142935594436616,0.135879234895195,0.139623816171056,0.137887836299888
Price Sales,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3.93236783094005,3.76130983029415,3.53913104784604,4.12898622248705,4.12898622248705,4.20659578532734,4.54029547284297,4.57889478555931,4.7378906623122,5.27151059126408,5.04846735971181,5.35082351228787,2.32657967123853,2.36457009257824,2.49150911338468,2.54793702013381,2.43103422016587,2.51790031491931,2.68163606983304,2.63190649645594,2.7580619267229,2.84150429708927,2.81457472411166,2.60219289999658,2.20593766143455,2.29610868128884,2.17660131818421,2.39014726209248,2.41999320370378,2.32891699510928,2.39135609304395,2.39135609304395,2.35934831671191,2.39308691917902,2.39344407377832,2.42608386062053,2.45558702720763,2.42759433056694,2.30209672381711,2.39113527875521,2.23589967322822,2.35560733677073,2.36209972815049,2.25672646218189,2.33090407980839,2.27242542887533,2.09996503925954,2.1218582767476,2.18467623735962,2.12715222854862,2.30705112291159,2.32311340394921,2.60874210115608,2.47544870912621,2.57950591281316,2.51742714951941,2.6110487168666,2.74664337590767,2.67298094754165,2.70663323512165
BV/MV,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,0,0.215484913855425,0.225284802776189,0.239427682061583,0.205223727481357,0.205223727481357,0.201437453594563,0.186632334473899,0.185059055292194,0.178848775476897,0.160744425839191,0.167846176457469,0.158361781387862,0.246896014931381,0.242929254265762,0.230552337201291,0.225446408098026,0.236287603228375,0.228135818501442,0.214206265984824,0.218253668974433,0.208270613391077,0.202154629798579,0.204088825330603,0.220745836809373,0.283511640425623,0.272377788632776,0.287332824732326,0.261661285473454,0.258434198952621,0.26854070213036,0.261529015644798,0.261529015644798,0.265077013275247,0.261339861940547,0.26130086427409,0.257785402731301,0.269595216223529,0.272703930479656,0.287570243555208,0.276862008367995,0.296084177426399,0.281037720175927,0.280265268932606,0.293351687344364,0.284016198388633,0.29132507810537,0.31525025568481,0.311997517841047,0.326992785535641,0.335835563980849,0.309647827589611,0.307506885859871,0.273838248721929,0.288583385191571,0.276941938686492,0.283771217961212,0.273596338411116,0.26008959685626,0.267257186776717,0.263934307418507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market value,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5826965.9,5913419.4,6224652,6743373,6916280,6615421.82,6224652,7262094,7262094,7398594.32,7985508,8053396.78,8333040,9271575,8879284.78,9411071.2,9318307.55,9470465,9978875.2,10204877.6,9736664,10084576,10740362.75,10541188.2,11046460,11380659.46,11272802.4,10422180.7,9795805.9,10196224.2,9665533.35,10613817,10746352.5,10341914.57,10619185,10619185,10477049.54,10626871,10628457,10773399,10936121.35,10811454,10252542,10649081.17,9957729,10490855.1,10519769.4,10050482.5,10380837.49,10120398.9,9352335,9449838,10047870,9783302.76,10610702.57,10684577,11998254.5,11385205,11863789.99,11578274.3,12008863.2,12632496.8,12293704.95,12448480.2
Debt equity ratio,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151733157130712,0.158633724130384,0.168592396811902,0.144507768695916,0.144507768695916,0.141841673514003,0.131416686327282,0.130308865770302,0.125935912944136,0.113187780932582,0.11818846067014,0.111510047867877,0.111809359629904,0.110012971907926,0.104407959726764,0.102095688046273,0.10700523300383,0.103313614771707,0.0970054759090888,0.0988383833238078,0.0943174555468449,0.0915477704663698,0.0924236904924369,0.0999669867554686,0.16946415812506,0.162809091624329,0.171748204665809,0.156403488019437,0.154474553109997,0.160515539822333,0.156324426027044,0.156324426027044,0.158445179977645,0.156211362686157,0.156188052508469,0.154086746439076,0.183639604547731,0.185757160877714,0.195883615985187,0.188589510018732,0.20168303435452,0.191433870819548,0.190907701836126,0.199821749851313,0.193462714538651,0.198441288712444,0.214738351438438,0.212522690865177,0.170831628992015,0.175451383046026,0.161770060811345,0.16065156346386,0.143061976223291,0.150765313404546,0.144683444451295,0.148251281281184,0.142935594436616,0.135879234895195,0.139623816171056,0.137887836299888
